1582949607,209.141.36.43,354711112,281649146.545156,10.075262
1582950753,209.141.36.43,342634432,271946492.758601,10.079466
1582954352,209.141.36.43,352751952,280045348.675363,10.076995
1582957953,209.141.36.43,367425680,291745654.424669,10.075233
1582961553,209.141.36.43,349009792,277119243.294829,10.075368
1582965153,209.141.36.43,350313264,278136252.499144,10.076019
1582968753,209.141.36.43,340036248,269953723.486840,10.076875
1582972353,209.141.36.43,368432252,292548291.246906,10.075116
1582975953,209.141.36.43,372444544,295673251.078541,10.077193
1582979553,209.141.36.43,236801940,187992692.361563,10.077070
1582983153,209.141.36.43,370180792,293942356.186106,10.074922
1582986753,209.141.36.43,371843924,295127895.553235,10.079533
1582990353,209.141.36.43,370829536,294417520.708435,10.076290
1582993953,209.141.36.43,368223872,291270555.302321,10.113590
1582997553,209.141.36.43,366576500,291056072.254171,10.075763
1583001153,209.141.36.43,372250912,295568244.729961,10.075532
1583004752,209.141.36.43,372559136,295777483.401794,10.076741
1583008353,209.141.36.43,370933560,294538043.009986,10.074992
1583011952,209.141.36.43,371729172,295074759.529843,10.078237
1583015553,209.141.36.43,370928400,294528341.989339,10.075184
1583019153,209.141.36.43,372828300,296000188.152934,10.076434
1583022753,209.141.36.43,345919040,274648948.375942,10.075962
1583026353,209.141.36.43,371654164,295045406.690438,10.077206
1583029953,209.141.36.43,373484636,296548379.332132,10.075513
1583033553,209.141.36.43,368028812,292143575.458903,10.078026
1583037153,209.141.36.43,370312696,293963213.071598,10.077797
1583040752,209.141.36.43,372264416,295582722.941758,10.075404
1583044353,209.141.36.43,371638356,294173211.921361,10.106654
1583047952,209.141.36.43,372591036,295834691.925756,10.075655
1583051553,209.141.36.43,372200460,295489973.241145,10.076835
1583055153,209.141.36.43,368426588,292534074.560790,10.075451
1583058752,209.141.36.43,237738056,188769823.055665,10.075257
1583062353,209.141.36.43,353521364,280708715.965619,10.075109
1583065953,209.141.36.43,372233936,295513438.459050,10.076941
1583069552,209.141.36.43,372348332,295590940.629060,10.077395
1583073153,209.141.36.43,370504236,294200120.078465,10.074890
1583076753,209.141.36.43,373194836,296336929.548608,10.074879
1583080353,209.141.36.43,373073408,296209224.885935,10.075943
1583083953,209.141.36.43,370504664,294144557.563393,10.076805
1583087553,209.141.36.43,372157232,295486849.434235,10.075771
1583091153,209.141.36.43,369248536,293191856.692620,10.075274
1583094753,209.141.36.43,371213776,294746422.837015,10.075475
1583098353,209.141.36.43,373589508,296577785.219532,10.077343
1583101953,209.141.36.43,369883000,293588284.609053,10.078958
1583105553,209.141.36.43,370966580,294560756.172554,10.075112
1583109153,209.141.36.43,295990820,235027205.133043,10.075117
1583112753,209.141.36.43,372539916,295819582.748205,10.074787
1583116353,209.141.36.43,327568420,260095098.068869,10.075343
1583119953,209.141.36.43,371232684,294699280.714206,10.077600
1583123553,209.141.36.43,346036656,274773032.899564,10.074836
1583127153,209.141.36.43,371628264,295083733.912170,10.075195
1583130753,209.141.36.43,373124604,296261488.871686,10.075548
1583134353,209.141.36.43,373142996,296290030.287534,10.075074
1583137952,209.141.36.43,239950568,190524095.869320,10.075390
1583141553,209.141.36.43,366543996,291052275.588334,10.075001
1583145153,209.141.36.43,372844200,295958148.840997,10.078295
1583148753,209.141.36.43,373606940,296591715.009245,10.077340
1583152352,209.141.36.43,353205108,280455984.564236,10.075167
1583155953,209.141.36.43,372921332,296027197.428953,10.078029
1583159553,209.141.36.43,367265332,291615587.400044,10.075328
1583163153,209.141.36.43,369357048,293168870.517241,10.079025
1583166753,209.141.36.43,369520888,293396869.966118,10.075660
1583170354,209.141.36.43,347366904,275688484.108193,10.079983
1583173953,209.141.36.43,367711520,291948563.086463,10.076063
1583177553,209.141.36.43,367293372,291641060.782572,10.075217
1583181153,209.141.36.43,250893436,199216044.077686,10.075230
1583184753,209.141.36.43,155927920,123813943.375017,10.074983
1583188352,209.141.36.43,371503696,294993870.270063,10.074886
1583191953,209.141.36.43,372272460,295602428.396812,10.074950
1583195552,209.141.36.43,366087520,290579351.154413,10.078831
1583199153,209.141.36.43,368369348,292497540.320924,10.075144
1583202752,209.141.36.43,372773008,295985199.739028,10.075450
1583206353,209.141.36.43,373797460,296755739.325895,10.076906
1583209953,209.141.36.43,372170900,295515239.168033,10.075173
1583213553,209.141.36.43,299056440,237370850.506928,10.078961
1583217153,209.141.36.43,373267952,296344221.340884,10.076605
1583220753,209.141.36.43,370779784,294400192.930278,10.075531
1583224353,209.141.36.43,370301824,294038113.829134,10.074934
1583227953,209.141.36.43,372966788,295964430.557117,10.081395
1583231553,209.141.36.43,368122392,292297319.615706,10.075286
1583235153,209.141.36.43,370819152,294445915.786781,10.075036
1583238753,209.141.36.43,370773076,294394253.725961,10.075552
1583242353,209.141.36.43,359449688,285300995.534257,10.079171
1583245953,209.141.36.43,365567020,290277550.339451,10.074965
1583249553,209.141.36.43,340360368,270230810.526196,10.076138
1583253152,209.141.36.43,345251824,274087803.351061,10.077116
1583256754,209.141.36.43,364611008,289383975.589325,10.079646
1583260353,209.141.36.43,364469616,289378589.523960,10.075925
1583263952,209.141.36.43,367779212,292023645.435195,10.075327
1583267553,209.141.36.43,361279204,286845716.415804,10.075917
1583271153,209.141.36.43,371872552,295253908.484962,10.076007
1583274752,209.141.36.43,372394484,295383124.583225,10.085735
1583278353,209.141.36.43,369887756,293705799.331371,10.075055
1583281953,209.141.36.43,372010924,295212552.792839,10.081168
1583285552,209.141.36.43,373363072,296399639.596157,10.077288
1583289153,209.141.36.43,365668844,290353476.876103,10.075136
1583292753,209.141.36.43,371527300,294974806.867868,10.076177
1583296353,209.141.36.43,373337736,296427538.476620,10.075656
1583299953,209.141.36.43,367724224,291913027.440172,10.077638
1583303553,209.141.36.43,371245700,294634422.111300,10.080172
1583307153,209.141.36.43,372613332,295848957.487567,10.075772
1583310753,209.141.36.43,372006248,295386765.140084,10.075096
1583314353,209.141.36.43,370248344,293984092.472914,10.075330
1583317953,209.141.36.43,250534968,198941165.352814,10.074736
1583321552,209.141.36.43,373684232,296669147.248150,10.076794
1583325153,209.141.36.43,365222184,289998497.994781,10.075147
1583328752,209.141.36.43,367206524,291469600.340355,10.078760
1583332353,209.141.36.43,371603984,295057214.329208,10.075442
1583335953,209.141.36.43,370330460,294049203.651451,10.075333
1583339553,209.141.36.43,368853900,292824707.322405,10.077125
1583343153,209.141.36.43,371710620,295148973.333615,10.075200
1583346753,209.141.36.43,368475252,292500598.757108,10.077935
1583350353,209.141.36.43,370883384,294455159.023318,10.076465
1583354072,209.141.36.43,364339240,289192870.416392,10.078789
1583357552,209.141.36.43,291235924,231112335.622114,10.081190
1583361152,209.141.36.43,375097196,297829414.212507,10.075491
1583364752,209.141.36.43,369635264,293491760.293248,10.075520
1583368352,209.141.36.43,370535964,294099905.771935,10.079186
1583371952,209.141.36.43,375467812,298142120.253631,10.074868
1583375553,209.141.36.43,378007832,300038777.841381,10.078906
1583379153,209.141.36.43,374326880,297228040.398494,10.075143
1583382753,209.141.36.43,377147184,299386541.636946,10.077866
1583386353,209.141.36.43,377347532,299562767.507593,10.077288
1583389953,209.141.36.43,239091504,189842229.663579,10.075377
1583393553,209.141.36.43,375878060,298404437.921050,10.077010
1583397153,209.141.36.43,377955940,300110409.301044,10.075117
1583400753,209.141.36.43,375922100,298504509.987480,10.074812
1583404353,209.141.36.43,374574868,297424831.499449,10.075147
1583407952,209.141.36.43,369161248,293132876.630518,10.074919
1583411552,209.141.36.43,220152860,174807025.076882,10.075241
1583415152,209.141.36.43,99329444,78868970.639792,10.075389
1583418752,209.141.36.43,161997644,128634770.710364,10.074890
1583422352,209.141.36.43,194615644,154513775.479324,10.076287
1583425952,209.141.36.43,223382488,177371201.805859,10.075254
1583429552,209.141.36.43,226774036,180062759.878368,10.075333
1583433152,209.141.36.43,358452720,284611082.024261,10.075580
1583436752,209.141.36.43,200135912,158580051.573507,10.096398
1583440352,209.141.36.43,275957160,219046390.686931,10.078492
1583443953,209.141.36.43,209358232,160096039.878613,10.461632
1583447552,209.141.36.43,299779492,238030041.811335,10.075350
1583451152,209.141.36.43,369700788,293409224.548313,10.080141
1583454752,209.141.36.43,282405832,224235079.968323,10.075349
1583458352,209.141.36.43,287955700,228647689.675820,10.075088
1583461952,209.141.36.43,311202684,247091071.682416,10.075724
1583465552,209.141.36.43,298215136,236793480.553977,10.075113
1583469152,209.141.36.43,316620072,251409734.135772,10.075030
1583476352,209.141.36.43,370436704,294147115.588041,10.074869
1583479952,209.141.36.43,370751156,294369103.385137,10.075817
1583483552,209.141.36.43,362827588,288045448.682065,10.076954
1583487152,209.141.36.43,368516320,292564545.839328,10.076855
1583490752,209.141.36.43,370932984,294455933.197308,10.077786
1583494352,209.141.36.43,368277280,292361546.508428,10.077311
1583497952,209.141.36.43,368978604,292984069.299861,10.075049
1583501552,209.141.36.43,361000568,286629065.161625,10.075756
1583505152,209.141.36.43,364264060,289222987.159390,10.075660
1583508753,209.141.36.43,300406208,237851215.180675,10.104004
1583512353,209.141.36.43,210932500,167158247.250755,10.094985
1583515952,209.141.36.43,333040324,264162709.239799,10.085915
1583519552,209.141.36.43,336780812,266792972.843912,10.098641
1583523152,209.141.36.43,328160932,260135062.477414,10.092017
1583526752,209.141.36.43,364919972,289702631.661571,10.077091
1583530352,209.141.36.43,369872968,293652953.279597,10.076465
1583533952,209.141.36.43,368517424,292619300.031037,10.075000
1583537552,209.141.36.43,369703192,293553440.611500,10.075254
1583541152,209.141.36.43,369950576,293518478.681126,10.083197
1583544752,209.141.36.43,368319568,292418681.161118,10.076499
1583548352,209.141.36.43,375271896,297871067.982661,10.078774
1583551957,209.141.36.43,235497516,175859247.419194,10.713000
1583555552,209.141.36.43,377209284,299455950.462927,10.077189
1583559152,209.141.36.43,377208780,299464208.336013,10.076898
1583562752,209.141.36.43,375194868,297921510.065914,10.074999
1583566352,209.141.36.43,375873556,298455976.214630,10.075149
1583569952,209.141.36.43,367701228,291912120.516316,10.077039
1583573552,209.141.36.43,374881396,297667316.190557,10.075178
1583577152,209.141.36.43,374945520,297720980.261608,10.075085
1583580752,209.141.36.43,368454880,292509588.458247,10.077068
1583584352,209.141.36.43,375226748,297940203.727472,10.075223
1583587952,209.141.36.43,274878016,218252555.558475,10.075594
1583591552,209.141.36.43,374929192,297616852.462566,10.078171
1583595152,209.141.36.43,291586876,231519924.345349,10.075569
